I do n't like study any time because it very bored .	9:19	"With a few exceptions, a <verb> cannot be followed directly by another <verb>. Make sure to use the <to infinitive> structure."
"Followed that , if they start take drug or stuck with gamble , they might start to be a robber which is illegal ."	24:34:00	"With a few exceptions, a <verb> cannot be followed directly by another <verb>. Make sure to use the <to infinitive> structure."
"And if one wants to be a sports trainer , he should work at gym to study useful knowledge about sports , health , and so on and to learn communicate with many people ."	131:148	"With a few exceptions, a <verb> cannot be followed directly by another <verb>. Make sure to use the <to infinitive> structure."
"All right , I add more that work training can give us suits the social know coexisting has with the other have an experience in the work before graduate or might get work before graduate have an advantage over others friend and get learn a lot of in the work ."	228:237	"With a few exceptions, a <verb> cannot be followed directly by another <verb>. Make sure to use the <to infinitive> structure."
"Because I think that college students are coming to the college to study advanced things that they do n't know yet or that they need in the future , so they have to concentrate on studying that they to do ."	199:201	"While the structure <for someone to do> is used when an expression is formed using `for', the normal <subject + verb> structure is used in a <relative clause> formed using the <relative pronoun> <<that>>."
"If you find your answer and try hard to keep your ability up step by step , not take a part time job , you can never regret using your precious time which considerably thinks about your future ."	144:154	"While the <relative pronoun> <<which>> indicates the <antecedent> <<your precious time>>, it means ``in your precious time'' in the <clause> introduced by the <relative pronoun> <<which>> and thus needs a <preposition> of place. Learn how to use <relative pronouns> with <prepositions>."
Another reason is that restaurant is a closed place which air is very hard to flow and people do not move often so that the bad gas ca n't discharge and cause great harm .	46:57:00	"While the <relative pronoun> <<which>> indicates the <antecedent> <<a closed place>>, it means ``in a closed place'' in the <clause> introduced by the <relative pronoun> <<which>> and thus needs a <preposition> of place."
"I 'm one of the none-smoking people and sometimes I am angry with a insensible deed that those who have smoked lots of days is biting a cigarette around a lot of people in the place like bus station , restaurant , what else ."	61:65	"While the <preposition> <<with>> is used when anger is caused by a person, another <preposition> is used when the cause of anger is someone's behavior. Look up the use of the <adjective> <<angry>> in the dictionary and replace it with the appropriate <preposition>."
"Cigarettes contain more than four thousand of substances and two thousand of them have been declared impacted not good for our health , such as radioactive materials and substances used in paint , washing floors , ubat silverfish , toxic gases -LRB- hynide -RRB- used diagi pesalah who undergo the death penalty , and many more ."	43:45:00	"While the <preposition> <<of>> is used when a <pronoun> follows a number, <<of>> is unnecessary when a <noun> follows as the number directly qualifies the <noun>."
"And when we are taking part-time jobs , we can know that the competition between the workers is fierce ."	73:80	"While the <preposition> <<between>> indicates a relationship ``involving two parties'', `among' is used when there are three or more parties involved. Learn when to use the <prepositions> <<between> and `among'."
"The money is important not only because we can purchase something , but also the fact that we learn how hard it is to earn money ."	72:80	"While the <idiom> <<not only>> is followed by a <clause>, a <noun phrase> follows the <idiom> <<but also>>. Since the <conjunction> <<because>> cannot be used to introduce a <noun phrase>, use the <preposition> <<for>> to indicate a reason."
Will be weakened because the taste of cigarette smokes .	17:28	"While the <conjunction> <<because>> is used as it is when preceding a <clause>, the <preposition> 'of' is necessary when preceding a <noun phrase>."
"Therefore agree with the restaurant is extremely prohibited smoking in stores , because people who quit smoking ."	80:94	"While the <conjunction> <<because>> is used as it is when preceding a <clause>, the <preposition> 'of' is necessary when preceding a <noun phrase>."
There are many people died everyday because disease from tobacco 's smoke .	36:51:00	"While the <conjunction> <<because>> is used as it is when preceding a <clause>, the <preposition> 'of' is necessary when preceding a <noun phrase>."
Sometimes they ca n't managing them times because many homework what is must to do .	42:54:00	"While the <conjunction> <<because>> is used as it is when preceding a <clause>, the <preposition> 'of' is necessary when preceding a <noun phrase>."
"Smoking also make the smoker and the other people who eat in the restaurant will be the disease for their health , and this make the other people who is not smoking was annoyed because the smoke from the smoker ."	177:188	"While the <conjunction> <<because>> is used as it is when preceding a <clause>, the <preposition> 'of' is necessary when preceding a <noun phrase>."
She do n't smoke but she smell every time so some day she may get hurt from smoking before him because no protection from smoke .	95:105	"While the <conjunction> <<because>> is used as it is when preceding a <clause>, the <preposition> 'of' is necessary when preceding a <noun phrase>."
"Past time job are very necessary for some Thai student , because poor family ."	57:69	"While the <conjunction> <<because>> is used as it is when preceding a <clause>, the <preposition> 'of' is necessary when preceding a <noun phrase>."
"Page wrinkles yellow teeth in a restaurant , so the public should not be considered to be a smoking restaurant because all sources ."	111:122	"While the <conjunction> <<because>> is used as it is when preceding a <clause>, the <preposition> 'of' is necessary when preceding a <noun phrase>."
"On our society , the person who smoke is detest or there is nobody need to stay near him or her who smoke because the terrible smell and a danger from the smoke ."	106:117	"While the <conjunction> <<because>> is used as it is when preceding a <clause>, the <preposition> 'of' is necessary when preceding a <noun phrase>."
Not because the money but the guests I met .	4:15	"While the <conjunction> <<because>> is used as it is when preceding a <clause>, the <preposition> 'of' is necessary when preceding a <noun phrase>."
Many people smoke cigarette because he or her stress .	28:38:00	"While the <conjunction> <<because>> is used as it is when preceding a <clause>, the <preposition> 'of' is necessary when preceding a <noun phrase>."
"Many people have a reasons for smoking , in Europe , people smoked for keeping their body heat warm , and some people smoked for enjoy the taste of the cigarettes , but in my country , smoking are used for bad reason , people smoked because they have stressed of their job , they smoked for losing their stressed , but the bad news is everyone being smoked because that reason even the woman and children , and there is one effect of smoking that can make something bad for women , that can make the baby of pregnant mom death , and the worse is people being addicted for smoke if they have any problems because the effect of smoking can make us addicted , because cigarettes have a nicotine inside it , and that can make some bad effect for us ."	357:369	"While the <conjunction> <<because>> is used as it is when preceding a <clause>, the <preposition> 'of' is necessary when preceding a <noun phrase>."
"It may be wrong idea because it 's educational to have a life because a lot of work today , we must take to apply to high-Degree workplace ."	62:71	"While the <conjunction> <<because>> is used as it is when preceding a <clause>, the <preposition> 'of' is necessary when preceding a <noun phrase>."
It is because two reason .	6:17	"While the <conjunction> <<because>> is used as it is when preceding a <clause>, the <preposition> 'of' is necessary when preceding a <noun phrase>."
In the reality it useless because less awareness of the people .	26:38:00	"While the <conjunction> <<because>> is used as it is when preceding a <clause>, the <preposition> 'of' is necessary when preceding a <noun phrase>."
"In the present we can find source of part time in the internet , newspaper or radio easier than before because the growth of technology , You can find whatever you want ."	103:114	"While the <conjunction> <<because>> is used as it is when preceding a <clause>, the <preposition> 'of' is necessary when preceding a <noun phrase>."
I can not smoke because my past disease .	16:26	"While the <conjunction> <<because>> is used as it is when preceding a <clause>, the <preposition> 'of' is necessary when preceding a <noun phrase>."
for college students because not only above reason but also you have time and you are free .	33:43:00	"While the <conjunction> <<because>> is used as it is when preceding a <clause>, the <preposition> 'of' is necessary when preceding a <noun phrase>."
"Every time when I sound someone dead for cancer because smoking , I think smoking should be completely banned at all the restaurants in the country ."	48:63	"While the <conjunction> <<because>> is used as it is when preceding a <clause>, the <preposition> 'of' is necessary when preceding a <noun phrase>."
"Because these reasons above , I think that it is good for college students to have a part-time job ."	0:13	"While the <conjunction> <<because>> is used as it is when preceding a <clause>, the <preposition> 'of' is necessary when preceding a <noun phrase>."
"And are also illegal because the law not to smoke in restaurants , parks and other various , and some of them Practice reviewed by someone not Practice which we see frequently ."	21:32	"While the <conjunction> <<because>> is used as it is when preceding a <clause>, the <preposition> 'of' is necessary when preceding a <noun phrase>."
"Also , there are too many books that I have to read , some time I ca n't read all of them but because no time for that ."	94:104	"While the <conjunction> <<because>> is used as it is when preceding a <clause>, the <preposition> 'of' is necessary when preceding a <noun phrase>."
They can apply knowledge from school plus knowledge from workplace into their real job so that they can be a good employee who work very quality and may got promotion easily than others because doing job very good .	186:199	"While the <conjunction> <<because>> is used as it is when preceding a <clause>, the <preposition> `of' needs to be added when preceding a <noun phrase> including a <gerund>."
"These diseases may cause to death at many time , so we should think more about this question , whether have smoking or not ."	95:107	"While <adjectives> that follow the <conjunction> <<whether>> take the root form, <verbs> take the form of <to infinitive>."
You need think clearly .	4:14	"While <<need>> is used as an <auxiliary verb> in <negative> and <interrogative> sentences, it becomes a <principal verb> in <affirmative sentences>. <Verbs> that follow the <verb> <<need>> takes the form of <to infinitive>."
"When I need use money for education , I can use my money ."	7:15	"While <<need>> is used as an <auxiliary verb> in <negative> and <interrogative> sentences, it becomes a <principal verb> in <affirmative sentences>. <Verbs> that follow the <verb> <<need>> takes the form of <to infinitive>."
"When I need use money for education , I can use my money ."	7:15	"While <<need>> is used as an <auxiliary verb> in <negative> and <interrogative> sentences, it becomes a <principal verb> in <affirmative sentences>. <Verbs> that follow the <verb> <<need>> takes the form of <to infinitive>."
We only need deal with the relationship between study and the job well .	8:17	"While <<need>> is used as an <auxiliary verb> in <negative> and <interrogative> sentences, it becomes a <principal verb> in <affirmative sentences>. <Verbs> that follow the <verb> <<need>> takes the form of <to infinitive>."
We need pay a lot of money during our student life .	3:11	"While <<need>> is used as an <auxiliary verb> in <negative> and <interrogative> sentences, it becomes a <principal verb> in <affirmative sentences>. <Verbs> that follow the <verb> <<need>> takes the form of <to infinitive>."
We need listen different opinions from everyone to make most of we can enjoy ourselves .	3:14	"While <<need>> is used as an <auxiliary verb> in <negative> and <interrogative> sentences, it becomes a <principal verb> in <affirmative sentences>. <Verbs> that follow the <verb> <<need>> takes the form of <to infinitive>."
"That study is more important than a job , because we needs awake healthy , but opinion for college students because time is busy ."	53:64	"While <<need>> is used as an <auxiliary verb> in <negative> and <interrogative> sentences, it becomes a <principal verb> in <affirmative sentences>. <Verbs> that follow the <verb> <<need>> takes the form of <to infinitive>."
So we need protect people around smokers form smoke in public space .	6:18	"While <<need>> is used as an <auxiliary verb> in <negative> and <interrogative> sentences, it becomes a <principal verb> in <affirmative sentences>. <Verbs> that follow the <verb> <<need>> takes the form of <to infinitive>."
"So , I think that we need do many part-time job to cope with anything easily ."	21:28	"While <<need>> is used as an <auxiliary verb> in <negative> and <interrogative> sentences, it becomes a <principal verb> in <affirmative sentences>. <Verbs> that follow the <verb> <<need>> takes the form of <to infinitive>."
"Secondly , I think we need know the worth of money and time ."	22:31	"While <<need>> is used as an <auxiliary verb> in <negative> and <interrogative> sentences, it becomes a <principal verb> in <affirmative sentences>. <Verbs> that follow the <verb> <<need>> takes the form of <to infinitive>."
"Perhaps student need study only free time , they study hard ."	16:26	"While <<need>> is used as an <auxiliary verb> in <negative> and <interrogative> sentences, it becomes a <principal verb> in <affirmative sentences>. <Verbs> that follow the <verb> <<need>> takes the form of <to infinitive>."
"New friends can suggest working part-time job method for you , but working part-time jobs make you , need have time-managing in order to do n't failed study many subjects in class and do n't miss working part-time job ."	101:110	"While <<need>> is used as an <auxiliary verb> in <negative> and <interrogative> sentences, it becomes a <principal verb> in <affirmative sentences>. <Verbs> that follow the <verb> <<need>> takes the form of <to infinitive>."
If we need reduce pressure we can do sports .	6:17	"While <<need>> is used as an <auxiliary verb> in <negative> and <interrogative> sentences, it becomes a <principal verb> in <affirmative sentences>. <Verbs> that follow the <verb> <<need>> takes the form of <to infinitive>."
"If people can accept , smoking should be completely banned at all restaurants in the country , because for more people clean air is important , but for those who need smoke it may still a question ."	162:172	"While <<need>> is used as an <auxiliary verb> in <negative> and <interrogative> sentences, it becomes a <principal verb> in <affirmative sentences>. <Verbs> that follow the <verb> <<need>> takes the form of <to infinitive>."
I think many student in the world need do part time job .	34:41:00	"While <<need>> is used as an <auxiliary verb> in <negative> and <interrogative> sentences, it becomes a <principal verb> in <affirmative sentences>. <Verbs> that follow the <verb> <<need>> takes the form of <to infinitive>."
"I agree with this statement , because we need pay much money in some reasons ."	41:49:00	"While <<need>> is used as an <auxiliary verb> in <negative> and <interrogative> sentences, it becomes a <principal verb> in <affirmative sentences>. <Verbs> that follow the <verb> <<need>> takes the form of <to infinitive>."
"everyone argued that if students goes to part time job , someone think it makes people learn something , like society skills , speaking skills : but someone think that it compress the time that student need study ."	202:212	"While <<need>> is used as an <auxiliary verb> in <negative> and <interrogative> sentences, it becomes a <principal verb> in <affirmative sentences>. <Verbs> that follow the <verb> <<need>> takes the form of <to infinitive>."
But education need spend more money .	14:24	"While <<need>> is used as an <auxiliary verb> in <negative> and <interrogative> sentences, it becomes a <principal verb> in <affirmative sentences>. <Verbs> that follow the <verb> <<need>> takes the form of <to infinitive>."
And they need work for them or they family .	9:18	"While <<need>> is used as an <auxiliary verb> in <negative> and <interrogative> sentences, it becomes a <principal verb> in <affirmative sentences>. <Verbs> that follow the <verb> <<need>> takes the form of <to infinitive>."
"All in all , we need totally separated from smoking place in restaurant ."	16:28	"While <<need>> is used as an <auxiliary verb> in <negative> and <interrogative> sentences, it becomes a <principal verb> in <affirmative sentences>. <Verbs> that follow the <verb> <<need>> takes the form of <to infinitive>."
"For instance , if you want to buy something , you do n't want to tell your parents , hence you can use this money and you will feel the proud because of you make the money ."	150:152	"While <<because of>> is followed by a <noun phrase>, a <clause> follows the <conjunction> <<because>> without <<of>>."
"A lot of restaurants ban smoking at least at launch time , dinner and holiday ."	66:77	"While <<at>> is the <preposition> used with <<lunch time>> and <<dinner>>, 'on' is used with <<holiday>> as it is a ''day''. When elements with which different <prepositions> are used are juxtaposed, each <preposition> needs to be included."
Part time job give us a chance to set foot into the outside world and to know more about our society .	43:47:00	"When you use the noun <<foot>> to express ``to enter,'' another preposition is used instead of <<into>>.?€€As this is a <set phrase>, look up the <noun> <<foot>> in a dictionary to learn the correct <preposition> to be used."
With poor living conditions in the house it is difficult to attend college .	28:30:00	"When you use the <preposition> <<in>>, the nuance of ``in a specific building'' emerges, so if you want to say ``the situation of ...'', use the general <preposition> that represents possession."
The best way to banned people who smoke in restaurant is stick the label of fine their money under the law in each other country or banned who want to smoke not come in the restaurant .	30:39:00	"When using the <verb> <<ban>> to indicate that an action is prohibited, try to express ``to prohibit people from doing something'' instead of ``prohibit people doing something''. This can be expressed using <ban + someone + from + gerund>."
So manager of restaurant should ban smoker who is smoking in restaurant .	43:49:00	"When using the <verb> <<ban>> to indicate that an action is prohibited, try to express ``to prohibit people from doing something'' instead of ``prohibit people doing something''. This can be expressed using <ban + someone + from + gerund>."
"Many countries such as Thailand , U. S. A Japan that banded people are smoking in the shop market or public place ."	67:70	"When using the <verb> <<ban>> to indicate that an action is prohibited, try to express ``to prohibit people from doing something'' instead of ``prohibit people doing something''. This can be expressed using <ban + someone + from + gerund>."
"If restaurants can separate the room , they do n't need to ban smoking people ."	63:77	"When using the <verb> <<ban>> to indicate that an action is prohibited, try to express ``to prohibit people from doing something'' instead of ``prohibit people doing something''. This can be expressed using <ban + someone + from + gerund>."
I agree with banning people smoking in the restaurant because there are several places that you can smoke without the restaurant .	21:35	"When using the <verb> <<ban>> to indicate that an action is prohibited, try to express ``to prohibit people from doing something'' instead of ``prohibit people doing something''. This can be expressed using <ban + someone + from + gerund>."
"First , restaurant is the place which people not only eat food but also relax ."	26:37:00	"When using the <relative pronoun> <<which>> instead of the <relative adverb> 'where' to express that something takes place in a certain place, a <preposition> of place is necessary."
"Especially in Korea , the tuition fee is very higher than the other countries and the parents obviously ca n't afford it easily at once ."	53:61	"When two things are compared, they must be similar. Therefore, <<the tuition fee>> is compared with ''tuition fees of other countries'' rather than <<the other countries>>. Look up expressions of comparison in the dictionary and add the appropriate phrase after the <conjunction> <<than>>."
The type jobs are varies from shop clerk to cleaning services .	4:13	"When two <nouns> are used together, the first <noun> qualifies the one that follows. Add a <preposition> between the two nouns when a noun qualifies the one that precedes."
"Of course , I met worst and good people in the world and I felt this world is never easy to live ."	92:98	"When the structure <easy + to-infinitive> is used, the <verb> in its <to-infinitive> form is either a <transitive verb> or <intransitive + preposition> and the <notional object> becomes the <subject>. In this case, the <noun phrase> <<this world>> is the <subject> of the sentence as well as the <notional object> of the <to-infinitive> <<to live>>. Since the <verb> <<live>> is an <intransitive verb>, add a <preposition> of place."
"According the recent news , the smokers ' families are easier to get sick than the smokers themselves ."	51:64	"When the structure <easy + to-infinitive> is used, the <verb> in its <to-infinitive> form is either a <transitive verb> or <intransitive + preposition> and the <notional object> becomes the <subject>. As the <noun phrase> <<the smokers' families>> should not be used as the <subject>, use the <to-infinitive> <<to get>> as the <main verb> and change the <comparative adjective> <<easy>> to a <comparative adverb> to form a <predicate>. Look up the use of <adjective + to-infinitive> in a dictionary."
"for example people who smoke are easier to have cancer than others who do not smoke , so smoking in public is not polite even unequal to other person ."	29:42:00	"When the structure <easy + to-infinitive> is used, the <verb> in its <to-infinitive> form is either a <transitive verb> or <intransitive + preposition> and the <notional object> becomes the <subject>. As the <noun phrase> <<people who smoke>> should not be used as the <subject>, use the <to-infinitive> as the <main verb> and change the <adjective> <<easy>> to an <adverb> to form a <predicate>. Look up the use of <adjective + to-infinitive> in a dictionary."
"Besides these , smoking in restaurants ' is easy to cause a fire accident ."	41:57:00	"When the structure <easy + to-infinitive> is used, the <verb> in its <to-infinitive> form is either a <transitive verb> or <intransitive + preposition> and the <notional object> becomes the <subject>. As <<smoking in restaurants>> should not be used as the <subject>, use the <to-infinitive> as the <main verb> and change the <adjective> <<easy>> to an <adverb> to form a <predicate>. Look up the use of <adjective + to-infinitive> in a dictionary."
70 % men in this country is smoking and can not release themselves from cigarettes .	3:08	"When the quantity of something is represented using <<%>>, <number + %> does not directly modify the <noun> that follows. It represents ''a certain percentage of something'', and the <preposition> 'of' needs to follow <<%>> to indicate that the subsequent<noun> is the denominator."
4 percent -RRB- people are smoking .	10:22	"When the quantity of something is represented using <<%>>, <number + %> does not directly modify the <noun> that follows. It represents ''a certain percentage of something'', and the <preposition> 'of' needs to follow <<%>> to indicate that the subsequent<noun> is the denominator."
"There 's also an opinion referring to the bad effects smoking causes to your health , but I think just a few minutes being exposed to the smokes while you eat wo n't give you a fatal effect , unless you go and eat at restaurants for about twenty times a week ."	229:232	"When the number of times is expressed using <number + time(s)>, it alone functions as an <adverbial phrase> without requiring a <preposition>."
They are afraid that our study and safety .	16:20	"When the feared object is referred to with a <noun phrase>, the <adjective> <<afraid>> needs to be followed by the <preposition> 'of' instead of <<that>>."
"In addition , it may raise even five hundred yen in the future ."	21:31	"When the amount of money follows the <verb> as the <object> without a preposition, the sentence does not make much sense. Add the appropriate <preposition> to indicate the reaching point between ''increase'' and ''500  yen''."
Those who are banned smoking at all the restaurant might feel unfair and illiberal that why I can not do whatever I like and want in this democracy country .	14:28	"When the action prohibited by the <verb> <<ban>> is not the <subject> of a sentence in the <passive voice>, the action cannot be a <direct object>. Add the <preposition> `from'."
This is the most reason that these location should be banded smoking .	54:68	"When the action prohibited by the <verb> <<ban>> is not the <subject> of a sentence in the <passive voice>, the action cannot be a <direct object>. Add the <preposition> `from'."
"The smoke has very bad effect for their health , and fewer than 20 children are banned smoking by law ."	80:94	"When the action prohibited by the <verb> <<ban>> is not the <subject> of a sentence in the <passive voice>, the action cannot be a <direct object>. Add the <preposition> `from'."
"So after all , all of the restaurants are completely banned smoking legally ."	53:67	"When the action prohibited by the <verb> <<ban>> is not the <subject> of a sentence in the <passive voice>, the action cannot be a <direct object>. Add the <preposition> `from'."
"So , I think everyone should be stop and banned smoking ."	41:55:00	"When the action prohibited by the <verb> <<ban>> is not the <subject> of a sentence in the <passive voice>, the action cannot be a <direct object>. Add the <preposition> `from'."
"Personally , I do n't like the smell of smoke , but I consider that it 's too serious to be completely banned smoking at all the restaurants ."	103:117	"When the action prohibited by the <verb> <<ban>> is not the <subject> of a sentence in the <passive voice>, the action cannot be a <direct object>. Add the <preposition> `from'."
People who are not over 20 years old are banned smoking .	41:55:00	"When the action prohibited by the <verb> <<ban>> is not the <subject> of a sentence in the <passive voice>, the action cannot be a <direct object>. Add the <preposition> `from'."
"More than 80 % of the restaurants in Thailand have been banned the smoking and if anyone smokes they will be fined for 2 , 000 baht ."	56:66	"When the action prohibited by the <verb> <<ban>> is not the <subject> of a sentence in the <passive voice>, the action cannot be a <direct object>. Add the <preposition> `from'."
In restaurant should be banned smoking because smoking can make someone annoyed or get smell bad .	24:38:00	"When the action prohibited by the <verb> <<ban>> is not the <subject> of a sentence in the <passive voice>, the action cannot be a <direct object>. Add the <preposition> `from'."
"However , in one place I wanted to be banned smoking ."	38:52:00	"When the action prohibited by the <verb> <<ban>> is not the <subject> of a sentence in the <passive voice>, the action cannot be a <direct object>. Add the <preposition> `from'."
"For example , in lunch time -LRB- 11:00 ~ 14:00 -RRB- all seats -LRB- include smoking seats -RRB- are banned smoking ."	102:116	"When the action prohibited by the <verb> <<ban>> is not the <subject> of a sentence in the <passive voice>, the action cannot be a <direct object>. Add the <preposition> `from'."
They will be fined for 2000 baht .	19:22	"When the <verb>> <<fine>> is used with the <preposition> <<for>>, it should be followed by an action. When a penalty follows, use <fine + someone + amount> without a <preposition>."
"More than 80 % of the restaurants in Thailand have been banned the smoking and if anyone smokes they will be fined for 2 , 000 baht ."	115:118	"When the <verb>> <<fine>> is used with the <preposition> <<for>>, it should be followed by an action. When a penalty follows, use <fine + someone + amount> without a <preposition>."
"Many restaurants stick the signs in front of the restaurants that ` No Smoking ' it said that if you smoke , you will be fined for 2000 baht ."	127:130	"When the <verb>> <<fine>> is used with the <preposition> <<for>>, it should be followed by an action. When a penalty follows, use <fine + someone + amount> without a <preposition>."
